"","cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","latitude","longitude","lat_lon.latitude","lat_lon.longitude","patrol_boro","vic_age_group","vic_race","vic_sex","cmplnt_to_dt","cmplnt_to_tm","parks_nm","hadevelopt","transit_district","station_name"
"1","700381962",2015-05-28,"15:00:00","46",2015-06-01,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1007522","247458","25-44","BLACK","M","40.84586773","-73.915888033","40.84586773","-73.915888033","PATROL BORO BRONX","25-44","WHITE HISPANIC","F",NA,NA,NA,NA,NA,NA
"2","642234217",2013-10-28,"13:50:00","120",2013-10-28,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","STATEN ISLAND","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","962835","167738",NA,NA,NA,"40.627060894","-74.077149232","40.627060894","-74.077149232","PATROL BORO STATEN ISLAND","45-64","WHITE","M",2013-10-28,"13:50:00","NA",NA,NA,NA
"3","242465164",2012-05-09,"20:50:00","24",2012-05-09,"236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","MANHATTAN",NA,"STREET","N.Y. POLICE DEPT","0","NA","992820","231089",NA,NA,NA,"40.800965968","-73.969047272","40.800965968","-73.969047272","PATROL BORO MAN NORTH",NA,"UNKNOWN","E",2012-05-09,"21:00:00","NA",NA,NA,NA
"4","927207428",2014-01-03,"13:30:00","108",2014-01-03,"109","GRAND LARCENY","409","LARCENY,GRAND BY EXTORTION","ATTEMPTED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1013552","210803",NA,"UNKNOWN","M","40.745241809","-73.894253382","40.745241809","-73.894253382","PATROL BORO QUEENS NORTH","45-64","ASIAN / PACIFIC ISLANDER","M",2014-01-03,"13:35:00",NA,NA,NA,NA
"5","492142357",2016-04-13,"00:00:00","40",2016-04-13,"351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","BRONX",NA,"HIGHWAY/PARKWAY","N.Y. POLICE DEPT","0","NA","1005028","234516",NA,NA,NA,"40.810351863","-73.924942326","40.810351863","-73.924942326","PATROL BORO BRONX","UNKNOWN","UNKNOWN","E",NA,NA,NA,NA,NA,NA
"6","572616350",2014-08-18,"14:30:00","102",2014-08-18,"341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1025425","188384",NA,NA,NA,"40.683659778","-73.85154207","40.683659778","-73.85154207","PATROL BORO QUEENS SOUTH","18-24","WHITE","F",2014-08-18,"16:00:00",NA,NA,NA,NA
"7","593660503",2012-02-20,"01:30:00","32",2012-02-20,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1000693","234939","25-44","BLACK","M","40.811522012","-73.940601181","40.811522012","-73.940601181","PATROL BORO MAN NORTH","25-44","BLACK","F",2012-02-20,"02:00:00","NA",NA,NA,NA
"8","671754904",2017-06-25,"14:00:00","13",2017-06-25,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","OPPOSITE OF","OPEN AREAS (OPEN LOTS)","N.Y. POLICE DEPT","0","NA","988958","209044","UNKNOWN","UNKNOWN","U","40.740461082","-73.983011957","40.740461082","-73.983011957","PATROL BORO MAN SOUTH","45-64","WHITE","F",2017-06-25,"14:15:00",NA,NA,NA,NA
"9","922264723",2012-09-30,"16:00:00","70",2012-10-02,"341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","998399","167990",NA,NA,NA,"40.627767171","-73.949028967","40.627767171","-73.949028967","PATROL BORO BKLYN SOUTH","25-44","WHITE","M",2012-10-02,"20:15:00","NA",NA,NA,NA
"10","467512872",2016-10-28,"12:00:00","81",2017-02-27,"113","FORGERY","729","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1006656","186666",NA,NA,NA,"40.679011668","-73.919220684","40.679011668","-73.919220684","PATROL BORO BKLYN NORTH","65+","BLACK","F",2017-02-27,"12:15:00",NA,NA,NA,NA
"11","889259677",2012-09-28,"09:30:00","47",2012-10-02,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1026591","259192","25-44","BLACK HISPANIC","M","40.878003133","-73.846891755","40.878003133","-73.846891755","PATROL BORO BRONX","18-24","BLACK HISPANIC","F",2012-09-28,"18:45:00","NA",NA,NA,NA
"12","602484492",2017-03-26,"12:00:00","70",2017-03-26,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT","0","NA","999240","169262","25-44","WHITE","F","40.63125716","-73.945996398","40.63125716","-73.945996398","PATROL BORO BKLYN SOUTH","UNKNOWN","UNKNOWN","D",2017-03-26,"12:20:00",NA,NA,NA,NA
"13","331617213",2016-10-13,"16:55:00","28",2016-10-13,"117","DANGEROUS DRUGS","519","SALE SCHOOL GROUNDS 4","COMPLETED","FELONY","MANHATTAN","OPPOSITE OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","638","998007","230362","45-64","BLACK","M","40.798963998","-73.95031372","40.798963998","-73.95031372","PATROL BORO MAN NORTH","UNKNOWN","UNKNOWN","E",2016-10-13,"17:15:00",NA,NA,NA,NA
"14","977712246",2015-04-27,"12:40:00","73",2015-04-27,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","FRONT OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","415","1010854","182099","45-64","BLACK","M","40.666464662","-73.904103595","40.666464662","-73.904103595","PATROL BORO BKLYN NORTH","45-64","BLACK","M",2015-04-27,"12:45:00",NA,NA,NA,NA
"15","396919942",2015-10-28,"13:30:00","83",2015-10-28,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT","0","NA","1004140","191776","25-44","BLACK","F","40.693043457","-73.928276577","40.693043457","-73.928276577","PATROL BORO BKLYN NORTH","UNKNOWN","UNKNOWN","D",NA,NA,NA,NA,NA,NA
"16","438966845",2016-12-19,"13:06:00","49",2016-12-19,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1021620","247049","25-44","BLACK HISPANIC","M","40.844696738","-73.86493511","40.844696738","-73.86493511","PATROL BORO BRONX","25-44","BLACK HISPANIC","F",2016-12-19,"13:23:00",NA,NA,NA,NA
"17","425868997",2015-12-04,"12:15:00","111",2015-12-04,"121","CRIMINAL MISCHIEF & RELATED OF","267","MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","QUEENS",NA,"STREET","N.Y. POLICE DEPT","0","NA","1048659","216392",NA,NA,NA,"40.760396139","-73.767502535","40.760396139","-73.767502535","PATROL BORO QUEENS NORTH","65+","WHITE","M",NA,NA,NA,NA,NA,NA
"18","820333215",2017-11-15,"09:00:00","46",2017-11-17,"236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1010511","252019",NA,NA,NA,"40.858377933","-73.90506685","40.858377933","-73.90506685","PATROL BORO BRONX","UNKNOWN","UNKNOWN","E",2017-11-15,"09:05:00",NA,NA,NA,NA
"19","371460006",2015-05-16,"10:30:00","71",2015-05-16,"109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","HOSPITAL","N.Y. POLICE DEPT","0","NA","999439","178174",NA,NA,NA,"40.655718343","-73.945259389","40.655718343","-73.945259389","PATROL BORO BKLYN SOUTH","45-64","BLACK","F",2015-05-16,"15:00:00",NA,NA,NA,NA
"20","780999035",2013-02-18,"09:00:00","69",2013-02-18,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","1012995","171713",NA,NA,NA,"40.637950677","-73.896430331","40.637950677","-73.896430331","PATROL BORO BKLYN SOUTH",NA,"UNKNOWN","M",2013-02-18,"11:00:00","NA",NA,NA,NA
"21","743567935",2017-08-06,"14:00:00","72",2017-08-09,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT","0","NA","979515","171943","UNKNOWN","UNKNOWN","M","40.638627351","-74.01706229","40.638627351","-74.01706229","PATROL BORO BKLYN SOUTH","45-64","ASIAN / PACIFIC ISLANDER","F",NA,NA,NA,NA,NA,NA
"22","680485665",2012-02-18,"15:15:00","73",2012-02-18,"106","FELONY ASSAULT","106","ASSAULT POLICE/PEACE OFFICER","ATTEMPTED","FELONY","BROOKLYN",NA,"STREET","N.Y. POLICE DEPT","0","NA","1007919","179199",NA,NA,NA,"40.658513137","-73.914693387","40.658513137","-73.914693387","PATROL BORO BKLYN NORTH",NA,"UNKNOWN","E",2012-02-18,"15:21:00","NA",NA,NA,NA
"23","270191245",2017-04-06,"02:56:00","121",2017-04-06,"347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","STATEN ISLAND",NA,"STREET","N.Y. POLICE DEPT","0","NA","937779","166628","25-44","WHITE HISPANIC","M","40.623918176","-74.167405965","40.623918176","-74.167405965","PATROL BORO STATEN ISLAND","UNKNOWN","UNKNOWN","E",2017-04-06,"03:09:00",NA,NA,NA,NA
"24","252402182",2017-06-13,"01:30:00","23",2017-06-13,"106","FELONY ASSAULT","105","STRANGULATION 1ST","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","998144","228783","25-44","BLACK","F","40.794629858","-73.949822168","40.794629858","-73.949822168","PATROL BORO MAN NORTH","18-24","WHITE HISPANIC","F",NA,NA,NA,NA,NA,NA
"25","982960353",2016-10-11,"22:00:00","13",2016-10-11,"341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT","0","NA","986749","207498",NA,NA,NA,"40.736218594","-73.990984024","40.736218594","-73.990984024","PATROL BORO MAN SOUTH","45-64","WHITE","F",2016-10-11,"22:30:00",NA,NA,NA,NA
"26","531036084",2014-05-31,"19:00:00","6",2014-05-31,"341","PETIT LARCENY","343","LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","MANHATTAN","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","NA","984337","207413",NA,"UNKNOWN","U","40.735985642","-73.999687517","40.735985642","-73.999687517","PATROL BORO MAN SOUTH","25-44","BLACK","M",2014-05-31,"22:15:00",NA,NA,NA,NA
"27","915137846",2015-12-01,"08:00:00","43",2015-12-01,"106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1023548","238402","45-64","WHITE HISPANIC","M","40.820954868","-73.858017409","40.820954868","-73.858017409","PATROL BORO BRONX","65+","BLACK","M",NA,NA,NA,NA,NA,NA
"28","888782393",2013-10-09,"05:30:00","120",2013-10-09,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","STATEN ISLAND","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","952517","172395","25-44","BLACK","F","40.639812411","-74.114341812","40.639812411","-74.114341812","PATROL BORO STATEN ISLAND","25-44","BLACK","M",NA,NA,"NA",NA,NA,NA
"29","435614849",2014-06-24,"02:10:00","10",2014-06-24,"348","VEHICLE AND TRAFFIC LAWS","916","LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","MANHATTAN",NA,"STREET","N.Y. POLICE DEPT","0","NA","984623","209859",NA,"UNKNOWN","U","40.742699299","-73.99865538","40.742699299","-73.99865538","PATROL BORO MAN SOUTH","25-44","WHITE","F",NA,NA,NA,NA,NA,NA
"30","120269072",2013-11-15,"20:00:00","48",2013-11-15,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1016402","252211","25-44","BLACK","M","40.858885427","-73.883769742","40.858885427","-73.883769742","PATROL BORO BRONX","25-44","BLACK","F",2013-11-15,"20:05:00","NA",NA,NA,NA
"31","100236257",2016-05-20,"18:30:00","109",2016-05-20,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0","NA","1030234","215251","45-64","WHITE HISPANIC","M","40.757379417","-73.834019371","40.757379417","-73.834019371","PATROL BORO QUEENS NORTH","UNKNOWN","UNKNOWN","D",2016-05-20,"19:30:00",NA,NA,NA,NA
"32","408829914",2013-01-29,"10:15:00","60",2013-01-29,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","994447","151043","45-64","ASIAN / PACIFIC ISLANDER","F","40.581256537","-73.963291823","40.581256537","-73.963291823","PATROL BORO BKLYN SOUTH","25-44","ASIAN / PACIFIC ISLANDER","F",2013-01-29,"10:20:00","NA",NA,NA,NA
"33","746695291",2015-02-17,"13:35:00","43",2015-02-17,"235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1021182","244763","25-44","BLACK","M","40.838424184","-73.866530759","40.838424184","-73.866530759","PATROL BORO BRONX",NA,"UNKNOWN","E",NA,NA,NA,NA,NA,NA
"34","593134992",2013-07-20,"18:30:00","69",2013-07-20,"106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","227","1013225","177684","25-44","BLACK","M","40.654339024","-73.895575971","40.654339024","-73.895575971","PATROL BORO BKLYN SOUTH","25-44","BLACK","F",2013-07-20,"18:32:00","NA","BREUKELEN",NA,NA
"35","503562134",2014-10-27,"17:00:00","48",2014-10-30,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX",NA,"TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE","1","NA","1011779","246746","45-64","BLACK HISPANIC","F","40.843901255","-73.900504632","40.843901255","-73.900504632","PATROL BORO BRONX","45-64","BLACK","M",NA,NA,NA,NA,"12","SOUNDVIEW AVENUE"
"36","523310177",2014-08-23,"18:00:00","20",2014-08-26,"351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","MANHATTAN",NA,"OTHER","N.Y. POLICE DEPT","0","NA","990115","224351",NA,NA,NA,"40.782474179","-73.978823406","40.782474179","-73.978823406","PATROL BORO MAN NORTH",NA,"UNKNOWN","E",2014-08-26,"10:00:00",NA,NA,NA,NA
"37","467983188",2013-05-04,"21:40:00","14",2013-05-04,"106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT","0","NA","987472","214939",NA,NA,NA,"40.756642042","-73.988371577","40.756642042","-73.988371577","PATROL BORO MAN SOUTH",NA,"UNKNOWN","M",2013-05-04,"21:45:00","NA",NA,NA,NA
"38","659322237",2012-10-13,"02:00:00","50",2012-10-14,"109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1010515","262208",NA,"WHITE HISPANIC","M","40.886343589","-73.90501245","40.886343589","-73.90501245","PATROL BORO BRONX","18-24","WHITE","M",2012-10-13,"15:00:00","NA",NA,NA,NA
"39","423814891",2013-02-19,"12:00:00","18",2013-02-21,"341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","985421","217737",NA,NA,NA,"40.764322345","-73.995774215","40.764322345","-73.995774215","PATROL BORO MAN SOUTH","45-64","WHITE","M",2013-02-19,"14:00:00","NA",NA,NA,NA
"40","288024056",2013-09-22,"06:00:00","49",2013-09-22,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1027419","252043",NA,NA,NA,"40.858377322","-73.843943677","40.858377322","-73.843943677","PATROL BORO BRONX","65+","WHITE","M",2013-09-22,"06:00:00","NA",NA,NA,NA
"41","414341212",2015-10-11,"03:38:00","83",2015-10-11,"118","DANGEROUS WEAPONS","793","WEAPONS POSSESSION 3","COMPLETED","FELONY","BROOKLYN",NA,"STREET","N.Y. POLICE DEPT","0","NA","1009317","192071","25-44","BLACK","M","40.693840015","-73.909606831","40.693840015","-73.909606831","PATROL BORO BKLYN NORTH","UNKNOWN","UNKNOWN","E",2015-10-11,"03:55:00",NA,NA,NA,NA
"42","813012925",2015-11-09,"23:40:00","67",2015-11-10,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","996876","177505","25-44","WHITE","M","40.65388611","-73.954497844","40.65388611","-73.954497844","PATROL BORO BKLYN SOUTH","25-44","BLACK","F",2015-11-09,"23:50:00",NA,NA,NA,NA
"43","520041146",2015-02-28,"17:00:00","77",2015-03-02,"107","BURGLARY","224","BURGLARY,RESIDENCE,UNKNOWN TIM","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","998434","184274",NA,NA,NA,"40.672463159","-73.948868635","40.672463159","-73.948868635","PATROL BORO BKLYN NORTH",NA,"UNKNOWN","D",2015-03-02,"10:00:00",NA,NA,NA,NA
"44","586853458",2016-12-27,"11:40:00","43",2016-12-27,"359","OFFENSES AGAINST PUBLIC ADMINI","749","VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","879","1018527","243130","25-44","BLACK","F","40.833952779","-73.876134149","40.833952779","-73.876134149","PATROL BORO BRONX","25-44","BLACK","M",2016-12-27,"11:50:00",NA,NA,NA,NA
"45","948028698",2013-01-15,"13:00:00","112",2013-01-15,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1030866","199712",NA,"WHITE","M","40.71472546","-73.831845802","40.71472546","-73.831845802","PATROL BORO QUEENS NORTH","45-64","WHITE","F",2013-01-15,"13:10:00","NA",NA,NA,NA
"46","656973697",2016-10-20,"22:00:00","19",2016-11-24,"348","VEHICLE AND TRAFFIC LAWS","916","LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","997512","225004","UNKNOWN","UNKNOWN","U","40.784258487","-73.952112147","40.784258487","-73.952112147","PATROL BORO MAN NORTH","18-24","ASIAN / PACIFIC ISLANDER","M",2016-10-20,"22:02:00",NA,NA,NA,NA
"47","734238427",2015-12-07,"00:50:00","107",2015-12-07,"347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","QUEENS",NA,"STREET","N.Y. POLICE DEPT","0","NA","1047571","205872","25-44","BLACK","F","40.731529329","-73.771528944","40.731529329","-73.771528944","PATROL BORO QUEENS SOUTH","UNKNOWN","UNKNOWN","E",2015-12-07,"01:12:00",NA,NA,NA,NA
"48","544920059",2017-02-27,"20:00:00","18",2017-02-27,"109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","NA","988257","216612","UNKNOWN","UNKNOWN","U","40.761233678","-73.985537109","40.761233678","-73.985537109","PATROL BORO MAN SOUTH","25-44","WHITE","F",2017-02-27,"22:00:00",NA,NA,NA,NA
"49","845581786",2016-01-31,"20:40:00","121",2016-01-31,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","940427","167826","25-44","BLACK","F","40.627219924","-74.157874757","40.627219924","-74.157874757","PATROL BORO STATEN ISLAND","25-44","BLACK","M",NA,NA,NA,NA,NA,NA
"50","823310324",2015-07-17,"05:10:00","17",2015-07-17,"105","ROBBERY","399","ROBBERY,COMMERCIAL UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","CANDY STORE","N.Y. POLICE DEPT","0","NA","994589","215674",NA,"BLACK","M","40.758653973","-73.9626815","40.758653973","-73.9626815","PATROL BORO MAN SOUTH","25-44","ASIAN / PACIFIC ISLANDER","M",2015-07-17,"05:20:00",NA,NA,NA,NA
"51","170749206",2012-08-20,"20:47:00","7",2012-08-20,"107","BURGLARY","213","BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","MANHATTAN","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","987616","201309",NA,NA,NA,"40.719231007","-73.987858624","40.719231007","-73.987858624","PATROL BORO MAN SOUTH",NA,"UNKNOWN","D",2012-08-20,"21:07:00","NA",NA,NA,NA
"52","789536243",2015-12-18,"12:00:00","107",2015-12-19,"341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1038239","201684",NA,NA,NA,"40.720096196","-73.8052338","40.720096196","-73.8052338","PATROL BORO QUEENS SOUTH","45-64","ASIAN / PACIFIC ISLANDER","M",2015-12-19,"00:00:00",NA,NA,NA,NA
"53","795210194",2014-02-23,"23:00:00","66",2014-02-24,"341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","984878","171538",NA,"UNKNOWN","U","40.637516957","-73.99773871","40.637516957","-73.99773871","PATROL BORO BKLYN SOUTH","18-24","WHITE","M",2014-02-24,"08:00:00",NA,NA,NA,NA
"54","564788810",2016-10-26,"14:00:00","72",2016-11-01,"109","GRAND LARCENY","412","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","BROOKLYN","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","981980","173171",NA,NA,NA,"40.641998923","-74.008180974","40.641998923","-74.008180974","PATROL BORO BKLYN SOUTH","18-24","ASIAN / PACIFIC ISLANDER","M",2016-10-27,"15:00:00",NA,NA,NA,NA
"55","366430943",2015-08-28,"03:20:00","123",2015-08-28,"348","VEHICLE AND TRAFFIC LAWS","916","LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","STATEN ISLAND","REAR OF","STREET","N.Y. POLICE DEPT","0","NA","923577","137030",NA,"BLACK","M","40.542591895","-74.218300551","40.542591895","-74.218300551","PATROL BORO STATEN ISLAND",NA,"UNKNOWN","E",NA,NA,NA,NA,NA,NA
"56","128996652",2013-06-10,"11:35:00","49",2013-06-10,"109","GRAND LARCENY","435","LARCENY,GRAND FROM TRUCK, UNATTENDED","COMPLETED","FELONY","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1021835","253096",NA,NA,NA,"40.861293026","-73.864124136","40.861293026","-73.864124136","PATROL BORO BRONX","25-44","WHITE","M",2013-06-10,"11:45:00","NA",NA,NA,NA
"57","750309008",2012-02-04,"05:00:00","52",2012-02-04,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1017542","255919",NA,NA,NA,"40.869058532","-73.879630148","40.869058532","-73.879630148","PATROL BORO BRONX","25-44","WHITE HISPANIC","F",2012-02-04,"05:22:00","NA",NA,NA,NA
"58","844978256",2012-01-21,"23:00:00","73",2014-01-07,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1010346","180547",NA,"BLACK","F","40.662206279","-73.905940758","40.662206279","-73.905940758","PATROL BORO BKLYN NORTH","45-64","BLACK","F",2014-01-07,"02:00:00",NA,NA,NA,NA
"59","349564841",2015-07-10,"14:30:00","114",2015-07-10,"341","PETIT LARCENY","357","LARCENY,PETIT OF VEHICLE ACCES","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1002371","218880",NA,NA,NA,"40.767441092","-73.934582736","40.767441092","-73.934582736","PATROL BORO QUEENS NORTH","65+","WHITE","M",2015-07-10,"14:38:00",NA,NA,NA,NA
