"","cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","latitude","longitude","lat_lon.latitude","lat_lon.longitude","patrol_boro","vic_age_group","vic_race","vic_sex","cmplnt_to_dt","cmplnt_to_tm","parks_nm","hadevelopt","transit_district","station_name"
"1043","241881035",2017-05-31,"16:17:00","75",2017-05-31,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1021290","184416","25-44","BLACK","M","40.672786795","-73.866472889","40.672786795","-73.866472889","PATROL BORO BKLYN NORTH","25-44","BLACK","F",NA,NA,NA,NA,NA,NA
"1044","990012949",2014-08-06,"02:00:00","44",2014-08-06,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1007138","245060",NA,"UNKNOWN","U","40.839286927","-73.917284131","40.839286927","-73.917284131","PATROL BORO BRONX","18-24","BLACK","F",2014-08-06,"06:55:00",NA,NA,NA,NA
"1045","961352359",2013-10-14,"13:00:00","23",2013-10-14,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","640","998684","229230","25-44","BLACK HISPANIC","M","40.795855886","-73.947870955","40.795855886","-73.947870955","PATROL BORO MAN NORTH",NA,"WHITE HISPANIC","F",2013-10-14,"13:10:00","NA","LEHMAN",NA,NA
"1046","756519538",2015-03-14,"02:00:00","123",2015-03-14,"347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","STATEN ISLAND","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","931743","132738",NA,NA,NA,"40.530863283","-74.188886397","40.530863283","-74.188886397","PATROL BORO STATEN ISLAND",NA,"UNKNOWN","E",2015-03-14,"02:40:00",NA,NA,NA,NA
"1047","223013997",2013-12-20,"23:00:00","75",2013-12-21,"344","ASSAULT 3 & RELATED OFFENSES","113","MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1018634","189016",NA,NA,NA,"40.685423457","-73.87602424","40.685423457","-73.87602424","PATROL BORO BKLYN NORTH","45-64","WHITE HISPANIC","M",2013-12-20,"23:25:00","NA",NA,NA,NA
"1048","508398774",2016-05-06,"13:45:00","30",2016-05-06,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN",NA,"STREET","N.Y. POLICE DEPT","0","NA","997336","237386","UNKNOWN","WHITE HISPANIC","M","40.818243953","-73.952723556","40.818243953","-73.952723556","PATROL BORO MAN NORTH","18-24","WHITE","M",2016-05-06,"13:50:00",NA,NA,NA,NA
"1049","609260932",2013-03-07,"15:00:00","45",2013-03-08,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX",NA,"STREET","N.Y. POLICE DEPT","0","NA","1030806","255847",NA,"UNKNOWN","U","40.868800923","-73.831673132","40.868800923","-73.831673132","PATROL BORO BRONX","<18","BLACK","M",2013-03-07,"16:00:00","NA",NA,NA,NA
"1050","898941044",2016-10-16,"15:00:00","121",2016-10-16,"126","MISCELLANEOUS PENAL LAW","665","MAKING TERRORISTIC THREAT","COMPLETED","FELONY","STATEN ISLAND","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","937325","151467",NA,NA,NA,"40.582301992","-74.168936095","40.582301992","-74.168936095","PATROL BORO STATEN ISLAND","UNKNOWN","UNKNOWN","E",2016-10-16,"15:05:00",NA,NA,NA,NA
"1051","823891456",2017-07-12,"17:30:00","79",2017-07-12,"235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","489","997242","193691","<18","BLACK HISPANIC","M","40.698312502","-73.953147596","40.698312502","-73.953147596","PATROL BORO BKLYN NORTH","UNKNOWN","UNKNOWN","E",2017-07-12,"17:39:00",NA,"MARCY",NA,NA
"1052","846921271",2015-07-10,"23:00:00","48",2015-07-11,"105","ROBBERY","384","ROBBERY,POCKETBOOK/CARRIED BAG","COMPLETED","FELONY","BRONX",NA,"STREET","N.Y. POLICE DEPT","0","NA","1015743","245371",NA,"BLACK","U","40.840114037","-73.886184197","40.840114037","-73.886184197","PATROL BORO BRONX","25-44","WHITE HISPANIC","F",2015-07-10,"23:15:00",NA,NA,NA,NA
"1053","867321996",2017-12-04,"06:30:00","18",2017-12-04,"351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","987202","216308","UNKNOWN","UNKNOWN","U","40.760399691","-73.989345547","40.760399691","-73.989345547","PATROL BORO MAN SOUTH","UNKNOWN","UNKNOWN","D",NA,NA,NA,NA,NA,NA
"1054","745227600",2017-03-30,"13:40:00","110",2017-03-30,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0","NA","1018767","207199","25-44","BLACK","M","40.735330916","-73.875451472","40.735330916","-73.875451472","PATROL BORO QUEENS NORTH","UNKNOWN","UNKNOWN","D",2017-03-30,"13:45:00",NA,NA,NA,NA
"1055","561813090",2014-08-01,"16:00:00","79",2014-08-01,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT","0","NA","996313","187499","45-64","BLACK","M","40.6813182","-73.956508991","40.6813182","-73.956508991","PATROL BORO BKLYN NORTH",NA,"UNKNOWN","D",2014-08-01,"16:05:00",NA,NA,NA,NA
"1056","487842840",2015-07-05,"08:00:00","32",2015-07-09,"341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1000188","234021",NA,NA,NA,"40.809003282","-73.94242767","40.809003282","-73.94242767","PATROL BORO MAN NORTH","45-64","BLACK","M",NA,NA,NA,NA,NA,NA
"1057","788010164",2015-09-11,"13:45:00","7",2015-09-11,"341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","988504","201212",NA,NA,NA,"40.718964382","-73.984655232","40.718964382","-73.984655232","PATROL BORO MAN SOUTH","25-44","WHITE HISPANIC","M",2015-09-11,"13:50:00",NA,NA,NA,NA
"1058","474155044",2015-09-21,"21:00:00","67",2015-09-23,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","996839","177968","UNKNOWN","UNKNOWN","U","40.655156996","-73.954630326","40.655156996","-73.954630326","PATROL BORO BKLYN SOUTH","45-64","BLACK","F",2015-09-22,"10:00:00",NA,NA,NA,NA
"1059","562815544",2017-06-14,"12:26:00","120",2017-06-15,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","STATEN ISLAND","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","951321","169720","25-44","BLACK","F","40.632465744","-74.118638182","40.632465744","-74.118638182","PATROL BORO STATEN ISLAND","25-44","BLACK","M",2017-06-14,"13:00:00",NA,NA,NA,NA
"1060","765273033",2012-04-22,"02:30:00","30",2012-04-23,"233","SEX CRIMES","175","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","999794","241252","18-24","WHITE HISPANIC","M","40.828851045","-73.943834191","40.828851045","-73.943834191","PATROL BORO MAN NORTH","18-24","WHITE HISPANIC","F",2012-04-22,"06:30:00","NA",NA,NA,NA
"1061","568861844",2015-02-13,"02:00:00","20",2015-03-04,"109","GRAND LARCENY","412","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","987189","220928",NA,NA,NA,"40.773080402","-73.989390454","40.773080402","-73.989390454","PATROL BORO MAN NORTH","25-44","AMERICAN INDIAN/ALASKAN NATIVE","M",2015-02-13,"06:00:00",NA,NA,NA,NA
"1062","110231594",2016-09-30,"17:00:00","70",2016-09-30,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","CLOTHING/BOUTIQUE","N.Y. POLICE DEPT","0","NA","995771","175895","45-64","BLACK","M","40.649468516","-73.958482969","40.649468516","-73.958482969","PATROL BORO BKLYN SOUTH","<18","BLACK","F",2016-09-30,"17:05:00",NA,NA,NA,NA
"1063","624833408",2014-02-20,"17:21:00","112",2014-02-21,"109","GRAND LARCENY","425","LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","46062","1025427","207625",NA,NA,NA,"40.736471682","-73.851417187","40.736471682","-73.851417187","PATROL BORO QUEENS NORTH",NA,"UNKNOWN","F",NA,NA,NA,NA,NA,NA
"1064","561050499",2015-05-24,"21:20:00","24",2015-05-24,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","39669","992749","230530","25-44","BLACK","M","40.799431733","-73.969304426","40.799431733","-73.969304426","PATROL BORO MAN NORTH","25-44","BLACK","F",2015-05-24,"21:30:00",NA,NA,NA,NA
"1065","750372724",2013-12-20,"12:05:00","77",2013-12-20,"235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","GROCERY/BODEGA","N.Y. POLICE DEPT","0","NA","998108","185113",NA,NA,NA,"40.674766541","-73.950042129","40.674766541","-73.950042129","PATROL BORO BKLYN NORTH",NA,"UNKNOWN","E",2013-12-20,"12:12:00","NA",NA,NA,NA
"1066","365604334",2014-10-16,"16:00:00","10",2014-10-31,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","984340","216674",NA,"WHITE","F","40.76140476","-73.999676569","40.76140476","-73.999676569","PATROL BORO MAN SOUTH","25-44","WHITE","M",NA,NA,NA,NA,NA,NA
"1067","582916311",2013-09-28,"21:00:00","83",2013-09-29,"110","GRAND LARCENY OF MOTOR VEHICLE","451","LARCENY,GRAND OF MOTORCYCLE","COMPLETED","FELONY","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1007642","193742",NA,NA,NA,"40.698431106","-73.915641275","40.698431106","-73.915641275","PATROL BORO BKLYN NORTH","25-44","BLACK HISPANIC","M",NA,NA,"NA",NA,NA,NA
"1068","362595591",2012-06-24,"06:00:00","62",2012-06-24,"236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","988758","159397",NA,NA,NA,"40.604191312","-73.983766881","40.604191312","-73.983766881","PATROL BORO BKLYN SOUTH","25-44","WHITE","F",2012-06-24,"06:50:00","NA",NA,NA,NA
"1069","827157574",2012-05-31,"17:31:00","13",2012-05-31,"341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT","0","NA","987368","207722",NA,NA,NA,"40.736833222","-73.988750312","40.736833222","-73.988750312","PATROL BORO MAN SOUTH",NA,"UNKNOWN","D",2012-05-31,"17:53:00","NA",NA,NA,NA
"1070","210094224",2011-01-03,"11:10:00","72",2011-01-03,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN",NA,"STREET","N.Y. POLICE DEPT","0","NA","989699","175249",NA,"ASIAN / PACIFIC ISLANDER","M","40.647701202","-73.980365286","40.647701202","-73.980365286","PATROL BORO BKLYN SOUTH","45-64","WHITE","M",2011-01-03,"11:10:00","NA",NA,NA,NA
"1071","285508424",2013-01-07,"01:00:00","114",2013-01-08,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1006211","215520",NA,NA,NA,"40.758210055","-73.920730916","40.758210055","-73.920730916","PATROL BORO QUEENS NORTH","45-64","WHITE","M",NA,NA,"NA",NA,NA,NA
"1072","312710297",2017-11-19,"03:00:00","43",2017-11-19,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","911","1021189","239209","25-44","BLACK","F","40.823180032","-73.866536043","40.823180032","-73.866536043","PATROL BORO BRONX","25-44","BLACK","F",NA,NA,NA,"MONROE",NA,NA
"1073","911826477",1994-06-05,"00:01:00","41",2017-06-25,"116","SEX CRIMES","180","COURSE OF SEXUAL CONDUCT AGAIN","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1013232","236725","45-64","WHITE HISPANIC","M","40.816391847","-73.895296414","40.816391847","-73.895296414","PATROL BORO BRONX","25-44","WHITE HISPANIC","F",2001-06-04,"23:59:00",NA,NA,NA,NA
"1074","955724312",2013-06-22,"10:30:00","108",2013-06-22,"107","BURGLARY","221","BURGLARY,RESIDENCE,DAY","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1008064","211579",NA,"UNKNOWN","U","40.747388215","-73.914056279","40.747388215","-73.914056279","PATROL BORO QUEENS NORTH","25-44","WHITE HISPANIC","M",2013-06-22,"15:00:00","NA",NA,NA,NA
"1075","403513760",2011-03-07,"19:15:00","23",2011-03-07,"109","GRAND LARCENY","415","LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","MANHATTAN",NA,"BUS STOP","N.Y. POLICE DEPT","0","NA","997839","225593",NA,"UNKNOWN","U","40.785874639","-73.950930153","40.785874639","-73.950930153","PATROL BORO MAN NORTH","25-44","WHITE","F",2011-03-07,"19:20:00","NA",NA,NA,NA
"1076","271319954",2016-04-19,"12:00:00","83",2016-04-20,"341","PETIT LARCENY","305","LARCENY,PETIT BY CREDIT CARD U","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1006684","190282","UNKNOWN","UNKNOWN","U","40.68893669","-73.919107697","40.68893669","-73.919107697","PATROL BORO BKLYN NORTH","25-44","WHITE HISPANIC","F",2016-04-20,"10:00:00",NA,NA,NA,NA
"1077","260615752",2017-06-28,"20:50:00","69",2017-06-28,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1013179","172893","65+","BLACK","M","40.641188924","-73.895762302","40.641188924","-73.895762302","PATROL BORO BKLYN SOUTH","25-44","BLACK","F",2017-06-28,"20:55:00",NA,NA,NA,NA
"1078","324735218",2014-07-21,"03:30:00","102",2014-07-21,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1030745","196646","45-64","WHITE HISPANIC","M","40.706310669","-73.832303451","40.706310669","-73.832303451","PATROL BORO QUEENS SOUTH","45-64","WHITE HISPANIC","F",2014-07-21,"04:30:00",NA,NA,NA,NA
"1079","563873992",2013-07-22,"02:00:00","61",2013-07-22,"110","GRAND LARCENY OF MOTOR VEHICLE","451","LARCENY,GRAND OF MOTORCYCLE","COMPLETED","FELONY","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1002078","153759",NA,NA,NA,"40.588699355","-73.935812755","40.588699355","-73.935812755","PATROL BORO BKLYN SOUTH","25-44","WHITE","M",2013-07-22,"09:00:00","NA",NA,NA,NA
"1080","310655858",2015-12-01,"00:01:00","34",2016-01-27,"351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","BEAUTY & NAIL SALON","N.Y. POLICE DEPT","0","NA","1003907","251102",NA,NA,NA,"40.855878217","-73.928943261","40.855878217","-73.928943261","PATROL BORO MAN NORTH","UNKNOWN","UNKNOWN","D",2016-01-27,"11:00:00",NA,NA,NA,NA
"1081","937016287",2015-11-07,"16:45:00","63",2015-11-07,"678","MISCELLANEOUS PENAL LAW","566","MARIJUANA, POSSESSION","COMPLETED","VIOLATION","BROOKLYN","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1000176","167802",NA,NA,NA,"40.627248134","-73.942627681","40.627248134","-73.942627681","PATROL BORO BKLYN SOUTH","UNKNOWN","UNKNOWN","E",2015-11-07,"16:58:00",NA,NA,NA,NA
"1082","270903451",2013-08-15,"01:40:00","110",2013-08-15,"113","FORGERY","729","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","QUEENS","INSIDE","FAST FOOD","N.Y. POLICE DEPT","0","NA","1016282","211662",NA,NA,NA,"40.74759008","-73.884396999","40.74759008","-73.884396999","PATROL BORO QUEENS NORTH",NA,"UNKNOWN","E",2013-08-15,"01:56:00","NA",NA,NA,NA
"1083","394012837",2013-05-12,"01:50:00","33",2013-05-12,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1002253","246734","25-44","BLACK HISPANIC","M","40.843892877","-73.93493404","40.843892877","-73.93493404","PATROL BORO MAN NORTH","25-44","WHITE HISPANIC","F",2013-05-12,"01:56:00","NA",NA,NA,NA
"1084","412472981",2016-06-29,"23:00:00","62",2016-06-30,"341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","982147","157754",NA,NA,NA,"40.599682506","-74.007574415","40.599682506","-74.007574415","PATROL BORO BKLYN SOUTH","25-44","WHITE","M",2016-06-30,"07:32:00",NA,NA,NA,NA
"1085","637629719",2015-05-14,"18:45:00","62",2015-05-15,"105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","BROOKLYN",NA,"STREET","N.Y. POLICE DEPT","0","NA","989595","159062",NA,"UNKNOWN","U","40.603271339","-73.980752877","40.603271339","-73.980752877","PATROL BORO BKLYN SOUTH","45-64","WHITE","F",2015-05-14,"18:55:00",NA,NA,NA,NA
"1086","584179579",2012-12-06,"18:35:00","18",2012-12-06,"109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","ATTEMPTED","FELONY","MANHATTAN",NA,"STREET","N.Y. POLICE DEPT","0","NA","989934","214492",NA,NA,NA,"40.7554139","-73.979485318","40.7554139","-73.979485318","PATROL BORO MAN SOUTH","18-24","WHITE","F",2012-12-06,"19:10:00","NA",NA,NA,NA
"1087","569604683",2015-08-18,"18:00:00","9",2015-08-23,"109","GRAND LARCENY","443","LARCENY,GRAND OF BICYCLE","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","987845","205047",NA,"UNKNOWN","U","40.729490822","-73.987030512","40.729490822","-73.987030512","PATROL BORO MAN SOUTH","25-44","UNKNOWN","F",2015-08-23,"09:30:00",NA,NA,NA,NA
"1088","669446838",2011-02-02,"22:00:00","70",2011-02-03,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","997093","167801",NA,NA,NA,"40.627250395","-73.953734255","40.627250395","-73.953734255","PATROL BORO BKLYN SOUTH",NA,"UNKNOWN","F",2011-02-03,"07:40:00","NA",NA,NA,NA
"1089","429091134",2015-09-22,"20:00:00","45",2015-09-23,"341","PETIT LARCENY","357","LARCENY,PETIT OF VEHICLE ACCES","COMPLETED","MISDEMEANOR","BRONX","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","NA","1031899","245567",NA,NA,NA,"40.840579605","-73.827794347","40.840579605","-73.827794347","PATROL BORO BRONX","25-44","WHITE","M",2015-09-23,"17:00:00",NA,NA,NA,NA
"1090","194228413",2011-01-28,"19:10:00","114",2011-01-28,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT","0","NA","1009725","215121",NA,NA,NA,"40.757105475","-73.908048285","40.757105475","-73.908048285","PATROL BORO QUEENS NORTH",NA,"UNKNOWN","D",2011-01-28,"19:20:00","NA",NA,NA,NA
"1091","705502463",2013-06-30,"19:15:00","40",2013-06-30,"235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","811","1007373","232752",NA,NA,NA,"40.805504347","-73.916477252","40.805504347","-73.916477252","PATROL BORO BRONX",NA,"UNKNOWN","E",2013-06-30,"19:18:00","NA",NA,NA,NA
"1092","873814083",2017-03-04,"01:30:00","6",2017-03-04,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","BAR/NIGHT CLUB","N.Y. POLICE DEPT","0","NA","983697","206596","UNKNOWN","UNKNOWN","U","40.733743161","-74.001996826","40.733743161","-74.001996826","PATROL BORO MAN SOUTH","25-44","WHITE","F",2017-03-04,"01:45:00",NA,NA,NA,NA
"1093","382272061",2016-04-14,"10:00:00","104",2016-04-14,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","1011255","198974","45-64","BLACK","M","40.71278142","-73.902590495","40.71278142","-73.902590495","PATROL BORO QUEENS NORTH","UNKNOWN","UNKNOWN","D",2016-04-14,"14:00:00",NA,NA,NA,NA
"1094","501541594",2017-01-29,"01:35:00","49",2017-01-29,"107","BURGLARY","213","BURGLARY,COMMERCIAL,NIGHT","ATTEMPTED","FELONY","BRONX","FRONT OF","GROCERY/BODEGA","N.Y. POLICE DEPT","0","NA","1021177","247658",NA,NA,NA,"40.846370126","-73.866532888","40.846370126","-73.866532888","PATROL BORO BRONX","UNKNOWN","UNKNOWN","D",2017-01-29,"01:40:00",NA,NA,NA,NA
"1095","970471242",2016-11-16,"20:25:00","103",2016-11-17,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1040346","197366",NA,NA,NA,"40.708231237","-73.797668713","40.708231237","-73.797668713","PATROL BORO QUEENS SOUTH","UNKNOWN","UNKNOWN","D",2016-11-17,"07:30:00",NA,NA,NA,NA
"1096","184999483",2015-04-18,"15:28:00","113",2015-05-21,"353","UNAUTHORIZED USE OF A VEHICLE","462","UNAUTHORIZED USE VEHICLE 3","COMPLETED","MISDEMEANOR","QUEENS",NA,"COMMERCIAL BUILDING","PORT AUTHORITY","3","NA","1046315","187088","25-44","BLACK","F","40.679980738","-73.776233907","40.679980738","-73.776233907","PATROL BORO QUEENS SOUTH",NA,"UNKNOWN","D",2015-04-22,"15:30:00",NA,NA,NA,NA
"1097","796118646",2015-12-14,"22:00:00","105",2015-12-15,"109","GRAND LARCENY","421","LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1056911","193456",NA,NA,NA,"40.697378726","-73.737962897","40.697378726","-73.737962897","PATROL BORO QUEENS SOUTH","45-64","BLACK","M",2015-12-15,"05:40:00",NA,NA,NA,NA
"1098","138102010",2013-08-02,"10:00:00","88",2013-08-02,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","994924","187715",NA,"BLACK","U","40.681912855","-73.961516608","40.681912855","-73.961516608","PATROL BORO BKLYN NORTH","<18","BLACK","F",2013-08-02,"10:15:00","NA",NA,NA,NA
"1099","123534036",2014-03-02,"14:30:00","42",2014-03-02,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1010207","241776","<18","BLACK","M","40.830264811","-73.906205469","40.830264811","-73.906205469","PATROL BORO BRONX","25-44","BLACK","F",NA,NA,NA,NA,NA,NA
"1100","680246675",2017-06-03,"04:20:00","40",2017-06-03,"352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","811","1007373","232752","25-44","BLACK","M","40.805504347","-73.916477252","40.805504347","-73.916477252","PATROL BORO BRONX","UNKNOWN","UNKNOWN","E",2017-06-03,"04:30:00",NA,NA,NA,NA
"1101","785909803",2013-12-29,"20:30:00","111",2014-08-28,"109","GRAND LARCENY","412","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1048929","216988",NA,NA,NA,"40.76203003","-73.76652218","40.76203003","-73.76652218","PATROL BORO QUEENS NORTH","45-64","WHITE HISPANIC","F",2013-12-29,"20:30:00",NA,NA,NA,NA
