"","crash_date","crash_time","borough","zip_code","latitude","longitude","location.latitude","location.longitude","location.human_address","cross_street_name","number_of_persons_injured","number_of_persons_killed","number_of_pedestrians_injured","number_of_pedestrians_killed","number_of_cyclist_injured","number_of_cyclist_killed","number_of_motorist_injured","number_of_motorist_killed","contributing_factor_vehicle_1","contributing_factor_vehicle_2","collision_id","vehicle_type_code1","vehicle_type_code2","on_street_name","off_street_name","contributing_factor_vehicle_3","vehicle_type_code_3","contributing_factor_vehicle_4","vehicle_type_code_4","contributing_factor_vehicle_5","vehicle_type_code_5"
"1",2021-04-13,"0:00","BROOKLYN","11222","40.7264440","-73.9523300","40.726444","-73.95233",NA,"745       MANHATTAN AVENUE              ","0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4406876","AMBULANCE","Van",NA,NA,NA,NA,NA,NA,NA,NA
"2",2021-04-13,"0:00","BROOKLYN","11231","40.6785240","-74.0021000","40.678524","-74.0021",NA,"667       HENRY STREET                  ","0","0","0","0","0","0","0","0","Unspecified",NA,"4407150","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2021-04-13,"0:00","QUEENS","11420","40.6774980","-73.8276000","40.677498","-73.8276",NA,NA,"0","0","0","0","0","0","0","0","Other Vehicular","Following Too Closely","4406940","Bus","Station Wagon/Sport Utility Vehicle","111 STREET                      ","ROCKAWAY BOULEVARD",NA,NA,NA,NA,NA,NA
"4",2021-04-13,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4407166","Tractor Truck Gasoline","Tractor Truck Gasoline","ALEXANDER HAMILTON BRIDGE       ",NA,NA,NA,NA,NA,NA,NA
"5",2021-04-13,"0:00",NA,NA,"40.8772350","-73.9178100","40.877235","-73.91781",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4406935","Sedan",NA,"JOHNSON AVENUE                  ",NA,NA,NA,NA,NA,NA,NA
"6",2021-04-13,"0:00",NA,NA,"40.9002100","-73.8865000","40.90021","-73.8865",NA,NA,"1","0","0","0","0","0","1","0","Unspecified","Unspecified","4407335","Sedan","Sedan","MOSHOLU PARKWAY                 ",NA,"Unspecified","Sedan",NA,NA,NA,NA
"7",2021-04-13,"0:07","BRONX","10456","40.8294200","-73.9122600","40.82942","-73.91226",NA,NA,"1","0","0","0","0","0","1","0","Traffic Control Disregarded","Unspecified","4406764","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","EAST 166 STREET                 ","CLAY AVENUE",NA,NA,NA,NA,NA,NA
"8",2021-04-13,"0:15","QUEENS","11378","40.7274320","-73.9071300","40.727432","-73.90713",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4406969","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","LONG ISLAND EXPRESSWAY          ","MAURICE AVENUE",NA,NA,NA,NA,NA,NA
"9",2021-04-13,"0:45",NA,NA,"40.8439560","-73.8978000","40.843956","-73.8978",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4406937","Station Wagon/Sport Utility Vehicle","Sedan","CROSS BRONX EXPY                ",NA,NA,NA,NA,NA,NA,NA
"10",2021-04-13,"10:00","BRONX","10463",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4406932","Sedan",NA,"Ft independence street          ","Bailey place",NA,NA,NA,NA,NA,NA
"11",2021-04-13,"10:00","BROOKLYN","11207","40.6862260","-73.9124000","40.686226","-73.9124",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407056","Sedan","Station Wagon/Sport Utility Vehicle","BUSHWICK AVENUE                 ","COVERT STREET",NA,NA,NA,NA,NA,NA
"12",2021-04-13,"10:00","BROOKLYN","11209","40.6347430","-74.0352900","40.634743","-74.03529",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407022","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","NARROWS AVENUE                  ","73 STREET",NA,NA,NA,NA,NA,NA
"13",2021-04-13,"10:00",NA,NA,"40.8178200","-73.9152760","40.81782","-73.915276",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4406899","Sedan",NA,"3 AVENUE                        ","EAST 152 STREET",NA,NA,NA,NA,NA,NA
"14",2021-04-13,"10:00","BROOKLYN","11203","40.6423840","-73.9253900","40.642384","-73.92539",NA,NA,"1","0","0","0","0","0","1","0","Turning Improperly","Unspecified","4406931","Sedan","Sedan","AVENUE D                        ","KINGS HIGHWAY",NA,NA,NA,NA,NA,NA
"15",2021-04-13,"10:04","BROOKLYN","11236","40.6538960","-73.9014200","40.653896","-73.90142",NA,"10502     AVENUE D                      ","0","0","0","0","0","0","0","0","Turning Improperly","Unspecified","4407404","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"16",2021-04-13,"10:15","BROOKLYN","11231","40.6837200","-74.0033400","40.68372","-74.00334",NA,NA,"1","0","0","0","0","0","1","0","Reaction to Uninvolved Vehicle","Unspecified","4407666","Sedan","Pick-up Truck","COLUMBIA STREET                 ","PRESIDENT STREET",NA,NA,NA,NA,NA,NA
"17",2021-04-13,"10:20","BRONX","10459","40.8231770","-73.8899600","40.823177","-73.88996",NA,"979       ALDUS STREET                  ","0","0","0","0","0","0","0","0","Unspecified",NA,"4407108","Sedan","Box Truck",NA,NA,NA,NA,NA,NA,NA,NA
"18",2021-04-13,"10:21","BRONX","10461","40.8453800","-73.8409000","40.84538","-73.8409",NA,"1500      WATERS PLACE                  ","0","0","0","0","0","0","0","0","Unspecified",NA,"4406904","Ambulance",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2021-04-13,"10:30","BROOKLYN","11223","40.6021200","-73.9695800","40.60212","-73.96958",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4407098","Pick-up Truck",NA,"AVENUE S                        ","EAST 3 STREET",NA,NA,NA,NA,NA,NA
"20",2021-04-13,"10:30","MANHATTAN","10019","40.7668880","-73.9833150","40.766888","-73.983315",NA,"300       WEST 57 STREET                ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4407031","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"21",2021-04-13,"10:30","QUEENS","11360",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4406951","Station Wagon/Sport Utility Vehicle",NA,"26TH AVENUE                     ","CORPORAL KENNEDY STREET",NA,NA,NA,NA,NA,NA
"22",2021-04-13,"10:30",NA,NA,"40.7056700","-73.9214200","40.70567","-73.92142",NA,NA,"0","0","0","0","0","0","0","0","Turning Improperly","Unspecified","4407139","Tractor Truck Diesel","Sedan","WYCKOFF AVENUE                  ",NA,NA,NA,NA,NA,NA,NA
"23",2021-04-13,"10:31","QUEENS","11378","40.7291340","-73.9310150","40.729134","-73.931015",NA,NA,"1","0","0","0","0","0","1","0","Fell Asleep","Unspecified","4407306","TRAC","Sedan","REVIEW AVENUE                   ","LAUREL HILL BOULEVARD",NA,NA,NA,NA,NA,NA
"24",2021-04-13,"10:37","BROOKLYN","11207","40.6710470","-73.8927150","40.671047","-73.892715",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4407718","Sedan",NA,"BELMONT AVENUE                  ","WYONA STREET",NA,NA,NA,NA,NA,NA
"25",2021-04-13,"10:52","BROOKLYN","11220","40.6114300","-74.0348500","40.61143","-74.03485",NA,NA,"2","0","0","0","0","0","2","0","Driver Inattention/Distraction",NA,"4407024","Station Wagon/Sport Utility Vehicle",NA,"SHORE ROAD                      ","4 AVENUE",NA,NA,NA,NA,NA,NA
"26",2021-04-13,"11:00",NA,NA,"40.7328870","-73.9205860","40.732887","-73.920586",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407307","Box Truck","Station Wagon/Sport Utility Vehicle","LONG ISLAND EXPRESSWAY          ",NA,NA,NA,NA,NA,NA,NA
"27",2021-04-13,"11:00",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4406933","Station Wagon/Sport Utility Vehicle","Sedan","MAJOR DEEGAN EXPRESSWAY RAMP    ",NA,NA,NA,NA,NA,NA,NA
"28",2021-04-13,"11:00","MANHATTAN","10001","40.7509880","-73.9906300","40.750988","-73.99063",NA,NA,"1","0","1","0","0","0","0","0","Unspecified",NA,"4407047","Bus",NA,"WEST 34 STREET                  ","7 AVENUE",NA,NA,NA,NA,NA,NA
"29",2021-04-13,"11:18","QUEENS","11372","40.7470600","-73.8894400","40.74706","-73.88944",NA,"76-13     ROOSEVELT AVENUE              ","4","0","0","0","0","0","4","0","Unspecified",NA,"4407240","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2021-04-13,"11:26","BROOKLYN","11221","40.6872300","-73.9417950","40.68723","-73.941795",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4407054","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","THROOP AVENUE                   ","GATES AVENUE",NA,NA,NA,NA,NA,NA
"31",2021-04-13,"11:30",NA,NA,"40.8291550","-73.9372800","40.829155","-73.93728",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4407003","Sedan",NA,"WEST 155 STREET                 ",NA,NA,NA,NA,NA,NA,NA
"32",2021-04-13,"11:30",NA,NA,"40.7472760","-73.9896240","40.747276","-73.989624",NA,NA,"1","0","1","0","0","0","0","0","Failure to Yield Right-of-Way",NA,"4407017","Station Wagon/Sport Utility Vehicle",NA,"WEST 30 STREET                  ",NA,NA,NA,NA,NA,NA,NA
"33",2021-04-13,"11:34",NA,NA,"40.6527520","-73.8862900","40.652752","-73.88629",NA,NA,"3","0","0","0","0","0","3","0","Driver Inattention/Distraction","Unspecified","4407727","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","PENNSYLVANIA AVENUE             ",NA,NA,NA,NA,NA,NA,NA
"34",2021-04-13,"11:40",NA,NA,"40.6255460","-73.9399800","40.625546","-73.93998",NA,NA,"1","0","0","0","0","0","1","0","Unspecified","Unspecified","4407203","Sedan","PK","FLATBUSH AVENUE                 ","AVENUE K",NA,NA,NA,NA,NA,NA
"35",2021-04-13,"11:50","MANHATTAN","10000","40.7697640","-73.9745500","40.769764","-73.97455",NA,NA,"0","0","0","0","0","0","0","0","Brakes Defective","Unspecified","4407324","Bike","Bike","TRANSVERSE ROAD NUMBER ONE      ","CENTER DRIVE",NA,NA,NA,NA,NA,NA
"36",2021-04-13,"12:00","QUEENS","11419","40.6857720","-73.8181900","40.685772","-73.81819",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4406920","Sedan",NA,"125 STREET                      ","107 AVENUE",NA,NA,NA,NA,NA,NA
"37",2021-04-13,"12:00","QUEENS","11414","40.6662670","-73.8457260","40.666267","-73.845726",NA,NA,"1","0","0","0","0","0","1","0","Passing or Lane Usage Improper","Unspecified","4406939","Sedan","Station Wagon/Sport Utility Vehicle","89 STREET                       ","155 AVENUE",NA,NA,NA,NA,NA,NA
"38",2021-04-13,"12:25",NA,NA,"40.7461130","-73.7357600","40.746113","-73.73576",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4407039","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","CROSS ISLAND PARKWAY            ",NA,NA,NA,NA,NA,NA,NA
"39",2021-04-13,"12:26","STATEN ISLAND","10312","40.5505700","-74.1675800","40.55057","-74.16758",NA,NA,"0","0","0","0","0","0","0","0","Passing or Lane Usage Improper","Unspecified","4406958","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","RICHMOND AVENUE                 ","KATAN AVENUE",NA,NA,NA,NA,NA,NA
"40",2021-04-13,"12:27","QUEENS","11378","40.7256770","-73.9031400","40.725677","-73.90314",NA,"61-46     55 DRIVE                      ","1","0","0","0","0","0","1","0","Following Too Closely","Unspecified","4407034","Sedan","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"41",2021-04-13,"12:35","QUEENS","11385","40.6914330","-73.8906300","40.691433","-73.89063",NA,NA,"0","0","0","0","0","0","0","0","Turning Improperly","Unspecified","4406926","Motorcycle","Sedan","CYPRESS AVENUE                  ","VERMONT PLACE",NA,NA,NA,NA,NA,NA
"42",2021-04-13,"12:50","QUEENS","11691","40.6027680","-73.7501200","40.602768","-73.75012",NA,"16-12     MOTT AVENUE                   ","0","0","0","0","0","0","0","0","Traffic Control Disregarded","Other Vehicular","4406948","Sedan","Open Body",NA,NA,NA,NA,NA,NA,NA,NA
"43",2021-04-13,"12:57",NA,NA,"40.8636900","-73.9170700","40.86369","-73.91707",NA,NA,"1","0","0","0","0","0","1","0","Failure to Yield Right-of-Way","Unspecified","4407304","Station Wagon/Sport Utility Vehicle","Pick-up Truck","WEST 207 STREET                 ",NA,NA,NA,NA,NA,NA,NA
"44",2021-04-13,"12:58","BROOKLYN","11235","40.5916000","-73.9606860","40.5916","-73.960686",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4407302","Pick-up Truck","Sedan","CONEY ISLAND AVENUE             ","AVENUE X",NA,NA,NA,NA,NA,NA
"45",2021-04-13,"13:00","BRONX","10458","40.8571170","-73.8990700","40.857117","-73.89907",NA,NA,"0","0","0","0","0","0","0","0","Other Vehicular","Unspecified","4406953","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","RYER AVENUE                     ","EAST 183 STREET",NA,NA,NA,NA,NA,NA
"46",2021-04-13,"13:03","BRONX","10458","40.8556560","-73.8899150","40.855656","-73.889915",NA,"2365      LORILLARD PLACE               ","0","0","0","0","0","0","0","0","Oversized Vehicle","Unspecified","4406956","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA
"47",2021-04-13,"13:10",NA,NA,"40.5992550","-73.9894000","40.599255","-73.9894",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4407011","Station Wagon/Sport Utility Vehicle",NA,"86 STREET                       ",NA,NA,NA,NA,NA,NA,NA
"48",2021-04-13,"13:12","QUEENS","11375","40.7193680","-73.8360060","40.719368","-73.836006",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4406959","Box Truck","Station Wagon/Sport Utility Vehicle","113 STREET                      ","75 AVENUE",NA,NA,NA,NA,NA,NA
"49",2021-04-13,"13:15","BROOKLYN","11214","40.6046100","-73.9982600","40.60461","-73.99826",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407012","Sedan","Station Wagon/Sport Utility Vehicle","20 AVENUE                       ","86 STREET",NA,NA,NA,NA,NA,NA
"50",2021-04-13,"13:25","BROOKLYN","11203","40.6521760","-73.9284800","40.652176","-73.92848",NA,NA,"1","0","0","0","0","0","1","0","Unspecified","Unspecified","4407573","Sedan","Minibike","EAST 52 STREET                  ","CHURCH AVENUE",NA,NA,NA,NA,NA,NA
"51",2021-04-13,"13:30","MANHATTAN","10013","40.7180180","-73.9999600","40.718018","-73.99996",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4406945","Armored Truck",NA,"CANAL STREET                    ","CENTRE STREET",NA,NA,NA,NA,NA,NA
"52",2021-04-13,"13:30","QUEENS","11360","40.7793240","-73.7756040","40.779324","-73.775604",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4407173","Station Wagon/Sport Utility Vehicle",NA,"BELL BOULEVARD                  ","24 AVENUE",NA,NA,NA,NA,NA,NA
"53",2021-04-13,"13:30",NA,NA,"40.7023620","-73.9129100","40.702362","-73.91291",NA,NA,"0","0","0","0","0","0","0","0","Backing Unsafely","Unspecified","4407060","Sedan","Sedan","MENAHAN STREET                  ",NA,NA,NA,NA,NA,NA,NA
"54",2021-04-13,"13:30","BROOKLYN","11220","0.0000000","0.0000000","0.0","0.0",NA,NA,"1","0","0","0","1","0","0","0","Turning Improperly","Unspecified","4407093","Station Wagon/Sport Utility Vehicle","E-Bike","5 AVENUE                        ","56 STREET",NA,NA,NA,NA,NA,NA
"55",2021-04-13,"13:30",NA,NA,"40.6383820","-74.0366800","40.638382","-74.03668",NA,NA,"2","0","0","0","0","0","2","0","Following Too Closely","Unspecified","4407079","Station Wagon/Sport Utility Vehicle","Sedan","BELT PARKWAY                    ",NA,NA,NA,NA,NA,NA,NA
"56",2021-04-13,"13:38",NA,NA,"40.7375530","-73.8508900","40.737553","-73.85089",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4406961","Sedan","Station Wagon/Sport Utility Vehicle","LONG ISLAND EXPRESSWAY          ",NA,NA,NA,NA,NA,NA,NA
"57",2021-04-13,"13:40","BROOKLYN","11217","40.6802670","-73.9747000","40.680267","-73.9747",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407141","Bus","Station Wagon/Sport Utility Vehicle","FLATBUSH AVENUE                 ","6 AVENUE",NA,NA,NA,NA,NA,NA
"58",2021-04-13,"13:40",NA,NA,"40.6972850","-73.7944600","40.697285","-73.79446",NA,NA,"0","0","0","0","0","0","0","0","Lane Marking Improper/Inadequate","Unspecified","4407037","Sedan","Station Wagon/Sport Utility Vehicle","160 STREET                      ",NA,NA,NA,NA,NA,NA,NA
"59",2021-04-13,"13:44","BROOKLYN","11218","40.6436600","-73.9796300","40.64366","-73.97963",NA,"438       MC DONALD AVENUE              ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4407292","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2021-04-13,"13:50","BROOKLYN","11222","40.7242620","-73.9376600","40.724262","-73.93766",NA,NA,"0","1","0","0","0","0","0","1","Illnes","Unspecified","4407071","Sedan","Sedan","APOLLO STREET                   ","MEEKER AVENUE",NA,NA,NA,NA,NA,NA
"61",2021-04-13,"14:00","QUEENS","11432","40.7133750","-73.7807800","40.713375","-73.78078",NA,"181-24    HILLSIDE AVENUE               ","1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4407016","Bus","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA
"62",2021-04-13,"14:10","MANHATTAN","10031","40.8250770","-73.9493500","40.825077","-73.94935",NA,"540       WEST 144 STREET               ","0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4407440","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2021-04-13,"14:10","QUEENS","11434","40.662476","-73.768326","40.662476","-73.768326","{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}","146-22    BREWER BOULEVARD","0","0","0","0","0","0","0","0","Unspecified",NA,"4407049","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2021-04-13,"14:10","BROOKLYN","11219","40.6240500","-73.9999540","40.62405","-73.999954",NA,NA,"1","0","1","0","0","0","0","0","Unspecified",NA,"4407575",NA,NA,"66 STREET                       ","14 AVENUE",NA,NA,NA,NA,NA,NA
"65",2021-04-13,"14:23",NA,NA,"40.8698460","-73.9158860","40.869846","-73.915886",NA,NA,"1","0","1","0","0","0","0","0","Failure to Yield Right-of-Way",NA,"4407308","Sedan",NA,"BROADWAY                        ","WEST 215 STREET",NA,NA,NA,NA,NA,NA
"66",2021-04-13,"14:25","MANHATTAN","10033","40.8492970","-73.9389700","40.849297","-73.93897",NA,NA,"0","0","0","0","0","0","0","0","Failure to Yield Right-of-Way","Unspecified","4407325","Sedan","Bike","FORT WASHINGTON AVENUE          ","WEST 179 STREET",NA,NA,NA,NA,NA,NA
"67",2021-04-13,"14:25","QUEENS","11691","40.5975100","-73.7598100","40.59751","-73.75981",NA,"25-10     DEERFIELD ROAD                ","0","0","0","0","0","0","0","0","Other Vehicular",NA,"4407146","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2021-04-13,"14:25","QUEENS","11377","40.7390670","-73.8958800","40.739067","-73.89588",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4407046","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","69 STREET                       ","47 AVENUE",NA,NA,NA,NA,NA,NA
"69",2021-04-13,"14:28",NA,NA,"40.6740000","-73.9603960","40.674","-73.960396",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4407072","Motorscooter","Sedan","STERLING PLACE                  ",NA,NA,NA,NA,NA,NA,NA
"70",2021-04-13,"14:30","BROOKLYN","11201","40.6962930","-73.9911960","40.696293","-73.991196",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407041","Sedan","Sedan","TILLARY STREET                  ","CADMAN PLAZA WEST","Unspecified","Sedan",NA,NA,NA,NA
"71",2021-04-13,"14:30","BROOKLYN","11238","40.6827960","-73.9688100","40.682796","-73.96881",NA,"495       CLERMONT AVENUE               ","0","0","0","0","0","0","0","0","Unspecified",NA,"4407625","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2021-04-13,"14:30",NA,NA,"40.8267600","-73.9375840","40.82676","-73.937584",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Other Vehicular","4406986","Bus","Station Wagon/Sport Utility Vehicle","MACOMBS PLACE                   ",NA,NA,NA,NA,NA,NA,NA
"73",2021-04-13,"14:31","BROOKLYN","11236","40.6375120","-73.9129500","40.637512","-73.91295",NA,"745       EAST 82 STREET                ","0","0","0","0","0","0","0","0","Backing Unsafely","Passing or Lane Usage Improper","4407092","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2021-04-13,"14:35",NA,NA,"40.6071850","-74.1623900","40.607185","-74.16239",NA,NA,"0","0","0","0","0","0","0","0","Passing or Lane Usage Improper","Unspecified","4407002","Station Wagon/Sport Utility Vehicle","Sedan","RICHMOND AVENUE                 ","VICTORY BOULEVARD",NA,NA,NA,NA,NA,NA
"75",2021-04-13,"14:40",NA,NA,"40.7008200","-73.7895400","40.70082","-73.78954",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4407559","Bus","Station Wagon/Sport Utility Vehicle","MERRICK BOULEVARD               ",NA,NA,NA,NA,NA,NA,NA
"76",2021-04-13,"14:45",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4407050","Sedan","Sedan","BROOKVILLE BOULEVARD            ","ROCKAWAY BOULEVARD",NA,NA,NA,NA,NA,NA
"77",2021-04-13,"14:50",NA,NA,"40.7271300","-73.8124800","40.72713","-73.81248",NA,NA,"2","0","0","0","0","0","2","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4407082","4 dr sedan","Sedan","KISSENA BOULEVARD               ","73 AVENUE",NA,NA,NA,NA,NA,NA
"78",2021-04-13,"14:53","BRONX","10452","40.8439060","-73.9241300","40.843906","-73.92413",NA,NA,"0","0","0","0","0","0","0","0","Turning Improperly","Unspecified","4407160","Sedan","Station Wagon/Sport Utility Vehicle","UNIVERSITY AVENUE               ","BOSCOBEL PLACE",NA,NA,NA,NA,NA,NA
"79",2021-04-13,"14:55","BRONX","10467","40.8653900","-73.8691300","40.86539","-73.86913",NA,NA,"2","0","0","0","0","0","2","0","Other Vehicular","Obstruction/Debris","4407259","Station Wagon/Sport Utility Vehicle","Sedan","ALLERTON AVENUE                 ","BARKER AVENUE",NA,NA,NA,NA,NA,NA
"80",2021-04-13,"14:59","BROOKLYN","11230","40.6244500","-73.9680250","40.62445","-73.968025",NA,NA,"1","0","1","0","0","0","0","0","Unspecified",NA,"4407289","Station Wagon/Sport Utility Vehicle",NA,"EAST 8 STREET                   ","AVENUE J",NA,NA,NA,NA,NA,NA
"81",2021-04-13,"15:00","BROOKLYN","11208","40.6739430","-73.8639300","40.673943","-73.86393",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407734","Station Wagon/Sport Utility Vehicle","Sedan","SUTTER AVENUE                   ","ELDERTS LANE",NA,NA,NA,NA,NA,NA
"82",2021-04-13,"15:00","MANHATTAN","10033","40.8451400","-73.9338100","40.84514","-73.93381",NA,"514       WEST 176 STREET               ","1","0","0","0","0","0","1","0","Aggressive Driving/Road Rage","Unspecified","4407262","Sedan","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"83",2021-04-13,"15:08",NA,NA,"40.7295530","-73.9118800","40.729553","-73.91188",NA,NA,"2","0","0","0","0","0","2","0","Driver Inattention/Distraction","Unspecified","4407362","Carry All","Taxi","58 STREET                       ","BORDEN AVENUE","Unspecified","Van",NA,NA,NA,NA
"84",2021-04-13,"15:25","QUEENS","11691","40.6047820","-73.7540050","40.604782","-73.754005",NA,NA,"0","0","0","0","0","0","0","0","Other Vehicular","Following Too Closely","4407149","Sedan",NA,"MOTT AVENUE                     ","BEACH 22 STREET",NA,NA,NA,NA,NA,NA
"85",2021-04-13,"15:28",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407513","Box Truck","Sedan","WILLIS AVE BRIDGE               ",NA,NA,NA,NA,NA,NA,NA
"86",2021-04-13,"15:28","BRONX","10460","40.8324100","-73.8907200","40.83241","-73.89072",NA,NA,"1","0","1","0","0","0","0","0","Failure to Yield Right-of-Way",NA,"4407487","Sedan",NA,"SOUTHERN BOULEVARD              ","JENNINGS STREET",NA,NA,NA,NA,NA,NA
"87",2021-04-13,"15:30","BROOKLYN","11224","40.5755730","-73.9943200","40.575573","-73.99432",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4407477","Station Wagon/Sport Utility Vehicle",NA,"MERMAID AVENUE                  ","WEST 28 STREET",NA,NA,NA,NA,NA,NA
"88",2021-04-13,"15:30",NA,NA,"40.6356240","-74.0170700","40.635624","-74.01707",NA,NA,"1","0","0","0","0","0","1","0","Following Too Closely","Unspecified","4407070","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","BROOKLYN QUEENS EXPRESSWAY      ",NA,"Unspecified","Sedan","Unspecified","Pick-up Truck",NA,NA
"89",2021-04-13,"15:34",NA,NA,"40.8566900","-73.8647460","40.85669","-73.864746",NA,NA,"1","0","0","0","0","0","1","0","Driver Inexperience","Unspecified","4407252","Station Wagon/Sport Utility Vehicle","Moped","PELHAM PARKWAY SOUTH            ","WALLACE AVENUE",NA,NA,NA,NA,NA,NA
"90",2021-04-13,"15:38",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4407237","Station Wagon/Sport Utility Vehicle",NA,"VALENTINE AVENUE                ",NA,NA,NA,NA,NA,NA,NA
"91",2021-04-13,"15:44","BROOKLYN","11237","40.7040900","-73.9276500","40.70409","-73.92765",NA,NA,"1","0","0","0","1","0","0","0","Unspecified","Unspecified","4407137","Flat Bed","Bike","KNICKERBOCKER AVENUE            ","MELROSE STREET",NA,NA,NA,NA,NA,NA
"92",2021-04-13,"15:49","MANHATTAN","10034","40.8655470","-73.9272800","40.865547","-73.92728",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4407315","Station Wagon/Sport Utility Vehicle",NA,"DYCKMAN STREET                  ","BROADWAY",NA,NA,NA,NA,NA,NA
