"","crash_date","crash_time","borough","zip_code","latitude","longitude","location.latitude","location.longitude","location.human_address","cross_street_name","number_of_persons_injured","number_of_persons_killed","number_of_pedestrians_injured","number_of_pedestrians_killed","number_of_cyclist_injured","number_of_cyclist_killed","number_of_motorist_injured","number_of_motorist_killed","contributing_factor_vehicle_1","contributing_factor_vehicle_2","collision_id","vehicle_type_code1","vehicle_type_code2","on_street_name","off_street_name","contributing_factor_vehicle_3","vehicle_type_code_3","contributing_factor_vehicle_4","vehicle_type_code_4","contributing_factor_vehicle_5","vehicle_type_code_5"
"2554",2021-04-04,"6:40",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction",NA,"4404302","Station Wagon/Sport Utility Vehicle",NA,"QUEENSBORO BRIDGE LOWER         ",NA,NA,NA,NA,NA,NA,NA
"2555",2021-04-04,"6:55","BROOKLYN","11233","40.6762920","-73.9101400","40.676292","-73.91014",NA,"2274      ATLANTIC AVENUE               ","0","0","0","0","0","0","0","0","Unsafe Speed","Unspecified","4405481","Sedan","Taxi",NA,NA,NA,NA,NA,NA,NA,NA
"2556",2021-04-04,"7:12","MANHATTAN","10001","40.7453350","-73.9927100","40.745335","-73.99271",NA,"142       WEST 26 STREET                ","0","0","0","0","0","0","0","0","Unspecified",NA,"4404239","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557",2021-04-04,"7:20","QUEENS","11368","40.7356570","-73.8599600","40.735657","-73.85996",NA,"98-17     HORACE HARDING EXPRESSWAY     ","0","0","0","0","0","0","0","0","Unspecified",NA,"4404338","Ambulance",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2558",2021-04-04,"8:00","QUEENS","11106","40.7643200","-73.9325700","40.76432","-73.93257",NA,"33-10     21 STREET                     ","0","0","0","0","0","0","0","0","Unspecified",NA,"4406399","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559",2021-04-04,"8:00","STATEN ISLAND","10301","40.6420600","-74.0753250","40.64206","-74.075325",NA,"55        RICHMOND TERRACE              ","0","0","0","0","0","0","0","0","Unspecified",NA,"4406359","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560",2021-04-04,"8:04","QUEENS","11369","40.7623300","-73.8713600","40.76233","-73.87136",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404557","Station Wagon/Sport Utility Vehicle","Sedan","ASTORIA BOULEVARD               ","98 STREET",NA,NA,NA,NA,NA,NA
"2561",2021-04-04,"8:07","BROOKLYN","11239","40.6468000","-73.8849600","40.6468","-73.88496",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4404625","Sedan",NA,"LOUISIANA AVENUE                ","TWIN PINES DRIVE",NA,NA,NA,NA,NA,NA
"2562",2021-04-04,"8:12",NA,NA,"40.6937260","-73.7548500","40.693726","-73.75485",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4405503","Sedan",NA,"197 STREET                      ",NA,NA,NA,NA,NA,NA,NA
"2563",2021-04-04,"8:20",NA,NA,"40.8612000","-73.9349700","40.8612","-73.93497",NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed",NA,"4405152","Station Wagon/Sport Utility Vehicle",NA,"HENRY HUDSON PARKWAY            ",NA,NA,NA,NA,NA,NA,NA
"2564",2021-04-04,"8:30",NA,NA,"40.7908700","-73.9726940","40.79087","-73.972694",NA,NA,"0","0","0","0","0","0","0","0","Passing or Lane Usage Improper","Unspecified","4404164","Sedan","Sedan","AMSTERDAM AVENUE                ",NA,NA,NA,NA,NA,NA,NA
"2565",2021-04-04,"8:30",NA,NA,"40.7601970","-73.9016650","40.760197","-73.901665",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4405181","Sedan",NA,"BROOKLYN QUEENS EXPRESSWAY      ",NA,NA,NA,NA,NA,NA,NA
"2566",2021-04-04,"8:45","BROOKLYN","11236","40.6471820","-73.9074800","40.647182","-73.90748",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4404262","Station Wagon/Sport Utility Vehicle",NA,"EAST 95 STREET                  ","FOSTER AVENUE",NA,NA,NA,NA,NA,NA
"2567",2021-04-04,"9:00","BRONX","10459","40.8216800","-73.8893400","40.82168","-73.88934",NA,"930       FAILE STREET                  ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4405403","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA
"2568",2021-04-04,"9:10","BRONX","10457","40.8414040","-73.8918200","40.841404","-73.89182",NA,"1791      PROSPECT AVENUE               ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4404217","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"2569",2021-04-04,"9:15","BRONX","10473","40.8127400","-73.8624300","40.81274","-73.86243",NA,"1789      PATTERSON AVENUE              ","0","0","0","0","0","0","0","0","Aggressive Driving/Road Rage","Unspecified","4404872","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,"Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"2570",2021-04-04,"9:55","QUEENS","11373","40.7462200","-73.8775500","40.74622","-73.87755",NA,NA,"1","0","1","0","0","0","0","0","Unspecified",NA,"4404339","Bike",NA,"ELMHURST AVENUE                 ","FORLEY STREET",NA,NA,NA,NA,NA,NA
"2571",2021-04-03,"0:00","QUEENS","11428","40.7179680","-73.7490160","40.717968","-73.749016",NA,"93-34     HOLLIS COURT BOULEVARD        ","0","0","0","0","0","0","0","0","Unspecified",NA,"4404099","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572",2021-04-03,"0:00",NA,NA,"40.8241840","-73.9372250","40.824184","-73.937225",NA,NA,"1","0","1","0","0","0","0","0","Driver Inattention/Distraction",NA,"4404398","Taxi",NA,"7 AVENUE                        ",NA,NA,NA,NA,NA,NA,NA
"2573",2021-04-03,"0:01",NA,NA,"40.6302900","-74.0889100","40.63029","-74.08891",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4404955","Station Wagon/Sport Utility Vehicle",NA,"VICTORY BOULEVARD               ",NA,NA,NA,NA,NA,NA,NA
"2574",2021-04-03,"0:02","QUEENS","11372","40.7515140","-73.8873440","40.751514","-73.887344","{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}","79-01     35 AVENUE","1","0","0","0","0","0","0","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4404550","Sedan","E-Bike",NA,NA,NA,NA,NA,NA,NA,NA
"2575",2021-04-03,"0:05",NA,NA,"40.8093380","-73.9592200","40.809338","-73.95922",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4406889","Station Wagon/Sport Utility Vehicle","Sedan","AMSTERDAM AVENUE                ",NA,NA,NA,NA,NA,NA,NA
"2576",2021-04-03,"0:05",NA,NA,"40.6977300","-73.8140900","40.69773","-73.81409",NA,NA,"1","0","0","0","0","0","1","0","Passing or Lane Usage Improper","Unspecified","4405562","Station Wagon/Sport Utility Vehicle","Sedan","VAN WYCK EXPWY                  ",NA,"Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"2577",2021-04-03,"0:15",NA,NA,"40.7461130","-73.7357600","40.746113","-73.73576",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction",NA,"4404000","Tractor Truck Diesel",NA,"CROSS ISLAND PARKWAY            ",NA,NA,NA,NA,NA,NA,NA
"2578",2021-04-03,"0:15",NA,NA,"40.7987170","-73.9595400","40.798717","-73.95954",NA,NA,"1","0","1","0","0","0","0","0","Failure to Yield Right-of-Way",NA,"4403888","Sedan",NA,"CENTRAL PARK WEST               ",NA,NA,NA,NA,NA,NA,NA
"2579",2021-04-03,"0:30","QUEENS","11419","40.6969100","-73.8151250","40.69691","-73.815125",NA,"134-30    ATLANTIC AVENUE               ","0","0","0","0","0","0","0","0","Backing Unsafely","Unspecified","4406372","Sedan","Pick-up Truck",NA,NA,NA,NA,NA,NA,NA,NA
"2580",2021-04-03,"0:30",NA,NA,"40.7714770","-73.9182400","40.771477","-73.91824",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4404147","Sedan","ambulance","HOYT AVENUE NORTH               ","29 STREET",NA,NA,NA,NA,NA,NA
"2581",2021-04-03,"0:32",NA,NA,"40.7103100","-73.7717400","40.71031","-73.77174",NA,NA,"3","0","0","0","0","0","3","0","Traffic Control Disregarded","Driver Inattention/Distraction","4403923","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","187 PLACE                       ","JAMAICA AVENUE",NA,NA,NA,NA,NA,NA
"2582",2021-04-03,"0:40","BRONX","10473","40.8183360","-73.8478850","40.818336","-73.847885",NA,"575       CASTLE HILL AVENUE            ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404870","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA
"2583",2021-04-03,"0:45","BROOKLYN","11203","40.6524620","-73.9228500","40.652462","-73.92285","{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,"1","0","0","0","0","0","0","0","Traffic Control Disregarded","Unspecified","4404367","Sedan","E-Bike","KINGS HIGHWAY","CHURCH AVENUE",NA,NA,NA,NA,NA,NA
"2584",2021-04-03,"0:45",NA,NA,"40.7501950","-73.9398350","40.750195","-73.939835",NA,NA,"3","0","0","0","0","0","3","0","Unspecified",NA,"4403911","Sedan",NA,"QUEENS PLAZA SOUTH              ","27 STREET",NA,NA,NA,NA,NA,NA
"2585",2021-04-03,"0:50",NA,NA,"40.6047630","-74.0274600","40.604763","-74.02746",NA,NA,"1","0","0","0","0","0","1","0","Unsafe Speed",NA,"4403914","Station Wagon/Sport Utility Vehicle",NA,"BELT PARKWAY                    ",NA,NA,NA,NA,NA,NA,NA
"2586",2021-04-03,"0:50",NA,NA,"40.6463130","-73.8738600","40.646313","-73.87386",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4404607","Sedan","Sedan","BELT PARKWAY                    ",NA,"Unspecified",NA,NA,NA,NA,NA
"2587",2021-04-03,"0:53","BROOKLYN","11236","40.6343900","-73.8932400","40.63439","-73.89324",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404001","Sedan","Station Wagon/Sport Utility Vehicle","AVENUE N                        ","EAST 95 STREET",NA,NA,NA,NA,NA,NA
"2588",2021-04-03,"0:57","BRONX","10465","40.8283650","-73.8172150","40.828365","-73.817215",NA,"3150      RANDALL AVENUE                ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404483","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,"Unspecified","Sedan","Unspecified","Sedan",NA,NA
"2589",2021-04-03,"10:00","BROOKLYN","11213","40.6762730","-73.9387740","40.676273","-73.938774",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4404764","Sedan",NA,"ALBANY AVENUE                   ","DEAN STREET",NA,NA,NA,NA,NA,NA
"2590",2021-04-03,"10:00","BROOKLYN","11219","40.6262360","-73.9976700","40.626236","-73.99767",NA,"6213      14 AVENUE                     ","0","0","0","0","0","0","0","0","Passing or Lane Usage Improper","Unspecified","4404952","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591",2021-04-03,"10:00","BROOKLYN","11236","40.6438800","-73.8906300","40.64388","-73.89063",NA,"1120      EAST 105 STREET               ","0","0","0","0","0","0","0","0","Unspecified",NA,"4404049","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592",2021-04-03,"10:00","QUEENS","11374","40.7309300","-73.8645860","40.73093","-73.864586",NA,NA,"0","0","0","0","0","0","0","0","Failure to Yield Right-of-Way","Unspecified","4404185","Station Wagon/Sport Utility Vehicle","Sedan","62 DRIVE                        ","QUEENS BOULEVARD",NA,NA,NA,NA,NA,NA
"2593",2021-04-03,"10:00","QUEENS","11417","40.6803050","-73.8445360","40.680305","-73.844536",NA,NA,"0","0","0","0","0","0","0","0","Other Vehicular","Following Too Closely","4404172","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","CROSS BAY BOULEVARD             ","LIBERTY AVENUE",NA,NA,NA,NA,NA,NA
"2594",2021-04-03,"10:00",NA,NA,"40.6733860","-73.8768100","40.673386","-73.87681",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404613","Sedan","Sedan","BELMONT AVENUE                  ",NA,NA,NA,NA,NA,NA,NA
"2595",2021-04-03,"10:00",NA,NA,"40.5845950","-73.9849300","40.584595","-73.98493",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4404473","Pick-up Truck",NA,"WEST 16 STREET                  ",NA,NA,NA,NA,NA,NA,NA
"2596",2021-04-03,"10:19",NA,NA,"40.8201370","-73.8902900","40.820137","-73.89029",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404069","Station Wagon/Sport Utility Vehicle","Sedan","BRUCKNER EXPRESSWAY             ",NA,NA,NA,NA,NA,NA,NA
"2597",2021-04-03,"10:20",NA,NA,"40.6063270","-74.0799400","40.606327","-74.07994",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4404577","Sedan","Sedan","STATEN ISLAND EXPRESSWAY        ",NA,"Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"2598",2021-04-03,"10:25","BROOKLYN","11236","40.6323780","-73.9035300","40.632378","-73.90353",NA,"1228      EAST 85 STREET                ","2","0","0","0","0","0","2","0","Unspecified","Unspecified","4404030","Sedan","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"2599",2021-04-03,"10:30",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4404485","Sedan","Sedan","QUEENSBORO BRIDGE UPPER ROADWAY ",NA,NA,NA,NA,NA,NA,NA
"2600",2021-04-03,"10:30","QUEENS","11419","40.6848900","-73.8214800","40.68489","-73.82148",NA,NA,"2","0","0","0","0","0","2","0","Passing Too Closely","Unspecified","4404162","Sedan","Sedan","121 STREET                      ","107 AVENUE","Unspecified","Sedan","Unspecified","Sedan",NA,NA
"2601",2021-04-03,"10:45","QUEENS","11365","40.7341900","-73.7835500","40.73419","-73.78355",NA,"69-74     188 STREET                    ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction",NA,"4404052","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602",2021-04-03,"10:45","BRONX","10451","40.8193550","-73.9182900","40.819355","-73.91829",NA,NA,"3","0","0","0","0","0","3","0","Unsafe Speed","Unspecified","4404445","Sedan","Sedan","COURTLANDT AVENUE               ","EAST 153 STREET",NA,NA,NA,NA,NA,NA
"2603",2021-04-03,"11:00","BRONX","10466","40.8914300","-73.8551200","40.89143","-73.85512",NA,"4163      BARNES AVENUE                 ","0","0","0","0","0","0","0","0","Unspecified",NA,"4405537","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604",2021-04-03,"11:00","BROOKLYN","11226","40.6512450","-73.9476850","40.651245","-73.947685",NA,"17        RALEIGH PLACE                 ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404372","Convertible",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2605",2021-04-03,"11:07","QUEENS","11385","40.6974330","-73.8986050","40.697433","-73.898605",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4404317","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","SENECA AVENUE                   ","DECATUR STREET",NA,NA,NA,NA,NA,NA
"2606",2021-04-03,"11:10","BRONX","10466","40.8933900","-73.8573760","40.89339","-73.857376",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4404205","Station Wagon/Sport Utility Vehicle","Dump","EAST 233 STREET                 ","WHITE PLAINS ROAD",NA,NA,NA,NA,NA,NA
"2607",2021-04-03,"11:15","MANHATTAN","10169","40.7546770","-73.9758150","40.754677","-73.975815",NA,NA,"0","0","0","0","0","0","0","0","Failure to Yield Right-of-Way","Unspecified","4404827","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","PARK AVENUE                     ","EAST 46 STREET",NA,NA,NA,NA,NA,NA
"2608",2021-04-03,"11:15",NA,NA,"40.7220100","-73.7645600","40.72201","-73.76456",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4404054","Sedan","Station Wagon/Sport Utility Vehicle","DUNTON STREET                   ","POMPEII AVENUE",NA,NA,NA,NA,NA,NA
"2609",2021-04-03,"11:17","BRONX","10457","40.8523250","-73.8964500","40.852325","-73.89645",NA,"4398      PARK AVENUE                   ","4","0","1","0","0","0","3","0","Driver Inattention/Distraction","Unspecified","4404203","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,"Unspecified","Taxi","Unspecified","Taxi",NA,NA
"2610",2021-04-03,"11:30",NA,NA,"40.5928100","-73.9787700","40.59281","-73.97877",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction",NA,"4404474","Station Wagon/Sport Utility Vehicle",NA,"WEST 8 STREET                   ","86 STREET",NA,NA,NA,NA,NA,NA
"2611",2021-04-03,"11:45","MANHATTAN","10018","40.7541770","-73.9846040","40.754177","-73.984604",NA,NA,"1","0","1","0","0","0","0","0","Unspecified",NA,"4407018","E-Bike",NA,"WEST 41 STREET                  ","AVENUE OF THE AMERICAS",NA,NA,NA,NA,NA,NA
"2612",2021-04-03,"11:47",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","0","Following Too Closely","Unspecified","4404202","Station Wagon/Sport Utility Vehicle","Sedan","PELHAM PARKWAY                  ","EASTCHESTER ROAD",NA,NA,NA,NA,NA,NA
"2613",2021-04-03,"12:00",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","1","0","0","0","Unspecified","Unspecified","4404710","Bike",NA,"WEST 239 STREET                 ","ROUTE 1 EXTENSION NORTH",NA,NA,NA,NA,NA,NA
"2614",2021-04-03,"12:05","QUEENS","11433","40.6922000","-73.7917300","40.6922","-73.79173",NA,NA,"0","0","0","0","0","0","0","0","Failure to Yield Right-of-Way","Unspecified","4405195","Sedan","Sedan","159 STREET                      ","110 AVENUE","Unspecified","Sedan",NA,NA,NA,NA
"2615",2021-04-03,"12:06","BROOKLYN","11215","40.6588100","-73.9817200","40.65881","-73.98172",NA,NA,"1","0","0","0","0","0","1","0","Unspecified",NA,"4404413","Motorcycle",NA,"PROSPECT AVENUE                 ","PROSPECT PARK WEST",NA,NA,NA,NA,NA,NA
"2616",2021-04-03,"12:15","BROOKLYN","11207","40.6823500","-73.8905940","40.68235","-73.890594",NA,"195       SUNNYSIDE AVENUE              ","0","0","0","0","0","0","0","0","Unspecified",NA,"4404614","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2617",2021-04-03,"12:15",NA,NA,"40.8375000","-73.9106100","40.8375","-73.91061",NA,NA,"1","0","1","0","0","0","0","0",NA,NA,"4404157","Station Wagon/Sport Utility Vehicle",NA,"COLLEGE AVENUE                  ",NA,NA,NA,NA,NA,NA,NA
"2618",2021-04-03,"12:18","BROOKLYN","11226","40.6521700","-73.9614100","40.65217","-73.96141",NA,NA,"1","0","1","0","0","0","0","0","Failure to Yield Right-of-Way",NA,"4404394","Sedan",NA,"OCEAN AVENUE                    ","CATON AVENUE",NA,NA,NA,NA,NA,NA
"2619",2021-04-03,"12:30",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Unsafe Lane Changing","Unspecified","4404406","Station Wagon/Sport Utility Vehicle","Pick-up Truck","CROSS BRONX EXPY                ",NA,NA,NA,NA,NA,NA,NA
"2620",2021-04-03,"12:30",NA,NA,"40.6982100","-73.9240600","40.69821","-73.92406","{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,"1","0","0","0","0","0","0","0","Failure to Yield Right-of-Way","Driver Inattention/Distraction","4404717","Sedan","E-Bike","MYRTLE AVENUE",NA,NA,NA,NA,NA,NA,NA
"2621",2021-04-03,"12:32","QUEENS","11414","40.6604000","-73.8313900","40.6604","-73.83139",NA,"102-05    159 AVENUE                    ","1","0","1","0","0","0","0","0","Driver Inattention/Distraction",NA,"4404176","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622",2021-04-03,"12:36","BROOKLYN","11206","40.6998600","-73.9495540","40.69986","-73.949554",NA,"611       FLUSHING AVENUE               ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4404496","Sedan","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"2623",2021-04-03,"12:36","QUEENS","11104","40.7383400","-73.9273000","40.73834","-73.9273",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4405378","Station Wagon/Sport Utility Vehicle",NA,"39 STREET                       ","50 AVENUE",NA,NA,NA,NA,NA,NA
"2624",2021-04-03,"13:02","BROOKLYN","11201","40.7033270","-73.9930950","40.703327","-73.993095",NA,NA,"0","0","0","0","0","0","0","0","Reaction to Uninvolved Vehicle","Unspecified","4404048","Sedan","Sedan","BROOKLYN BRIDGE                 ","WATER STREET",NA,NA,NA,NA,NA,NA
"2625",2021-04-03,"13:05","BROOKLYN","11235","40.5819320","-73.9489200","40.581932","-73.94892",NA,"606       SHORE BOULEVARD               ","0","0","0","0","0","0","0","0","Driver Inexperience",NA,"4404050","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2626",2021-04-03,"13:10","BRONX","10457","40.8454100","-73.8911360","40.84541","-73.891136",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4404204","Station Wagon/Sport Utility Vehicle","Sedan","CROTONA AVENUE                  ","EAST TREMONT AVENUE","Unspecified","Sedan","Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA
"2627",2021-04-03,"13:13","MANHATTAN","10033","40.8486820","-73.9392240","40.848682","-73.939224",NA,NA,"1","0","1","0","0","0","0","0","Failure to Yield Right-of-Way",NA,"4404373","Station Wagon/Sport Utility Vehicle",NA,"WEST 178 STREET                 ","FORT WASHINGTON AVENUE",NA,NA,NA,NA,NA,NA
"2628",2021-04-03,"13:15","MANHATTAN","10032","40.8407700","-73.9362500","40.84077","-73.93625",NA,"2207      AMSTERDAM AVENUE              ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4407645","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"2629",2021-04-03,"13:15",NA,NA,"40.5791970","-73.9819500","40.579197","-73.98195",NA,NA,"1","0","0","0","1","0","0","0","Failure to Yield Right-of-Way","Unspecified","4404479","Bike","Sedan","STILLWELL AVENUE                ",NA,NA,NA,NA,NA,NA,NA
"2630",2021-04-03,"13:20",NA,NA,"40.6265300","-74.1605100","40.62653","-74.16051",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4404641","Sedan","Sedan","FOREST AVENUE                   ","HARBOR ROAD",NA,NA,NA,NA,NA,NA
"2631",2021-04-03,"13:25","MANHATTAN","10034","40.8660620","-73.9225100","40.866062","-73.92251",NA,NA,"0","0","0","0","0","0","0","0","Backing Unsafely",NA,"4404669","Station Wagon/Sport Utility Vehicle",NA,"WEST 204 STREET                 ","VERMILYEA AVENUE",NA,NA,NA,NA,NA,NA
"2632",2021-04-03,"13:25",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Following Too Closely","4404168","Station Wagon/Sport Utility Vehicle","Sedan","BELT PARKWAY                    ",NA,"Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Sedan",NA,NA
"2633",2021-04-03,"13:25",NA,NA,"40.7383880","-73.8067400","40.738388","-73.80674",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4404311","Sedan","Station Wagon/Sport Utility Vehicle","LONG ISLAND EXPRESSWAY          ",NA,NA,NA,NA,NA,NA,NA
"2634",2021-04-03,"13:25",NA,NA,"40.6869300","-73.9508900","40.68693","-73.95089",NA,NA,"1","0","0","0","0","0","1","0","Illnes","Unspecified","4404253","Station Wagon/Sport Utility Vehicle","Sedan","NOSTRAND AVENUE                 ",NA,NA,NA,NA,NA,NA,NA
"2635",2021-04-03,"13:30","BRONX","10460","40.8382380","-73.8766860","40.838238","-73.876686",NA,NA,"0","0","0","0","0","0","0","0","Outside Car Distraction",NA,"4404850","Sedan",NA,"EAST 177 STREET                 ","BRONX PARK AVENUE",NA,NA,NA,NA,NA,NA
"2636",2021-04-03,"13:30","STATEN ISLAND","10306","40.5800360","-74.1080200","40.580036","-74.10802",NA,NA,"0","0","0","0","0","0","0","0","Backing Unsafely","Unspecified","4404206","Station Wagon/Sport Utility Vehicle",NA,"COLFAX AVENUE                   ","SOUTH RAILROAD AVENUE",NA,NA,NA,NA,NA,NA
"2637",2021-04-03,"13:30",NA,NA,"40.8121380","-73.9663600","40.812138","-73.96636",NA,NA,"0","0","0","0","0","0","0","0","Other Vehicular",NA,"4404230","Sedan",NA,"HENRY HUDSON PARKWAY            ",NA,NA,NA,NA,NA,NA,NA
"2638",2021-04-03,"13:30","STATEN ISLAND","10305","40.6121600","-74.0699100","40.61216","-74.06991",NA,"234       HYLAN BOULEVARD               ","1","0","1","0","0","0","0","0","Driver Inattention/Distraction",NA,"4404696","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639",2021-04-03,"13:45","BRONX","10451","40.8173870","-73.9227700","40.817387","-73.92277",NA,NA,"1","0","0","0","1","0","0","0","Failure to Yield Right-of-Way","Unspecified","4404452","Taxi","Bike","EAST 149 STREET                 ","MORRIS AVENUE",NA,NA,NA,NA,NA,NA
"2640",2021-04-03,"13:50",NA,NA,"40.7852440","-73.8411800","40.785244","-73.84118",NA,NA,"0","0","0","0","0","0","0","0","Driver Inexperience","Unspecified","4404076","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","14 AVENUE                       ","127 STREET",NA,NA,NA,NA,NA,NA
"2641",2021-04-03,"13:59",NA,NA,"40.7829600","-73.9440300","40.78296","-73.94403",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4404073","Station Wagon/Sport Utility Vehicle","Sedan","EAST 96 STREET                  ","FDR DRIVE",NA,NA,NA,NA,NA,NA
"2642",2021-04-03,"14:00",NA,NA,"40.7942300","-73.9469500","40.79423","-73.94695",NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed","Unspecified","4404556","Sedan",NA,"EAST 108 STREET                 ",NA,NA,NA,NA,NA,NA,NA
"2643",2021-04-03,"14:00","BROOKLYN","11221","40.6901200","-73.9231800","40.69012","-73.92318",NA,NA,"1","0","1","0","0","0","0","0","Driver Inattention/Distraction",NA,"4406627","Sedan",NA,"QUINCY STREET                   ","BROADWAY",NA,NA,NA,NA,NA,NA
"2644",2021-04-03,"14:00","QUEENS","11413","40.6801150","-73.7532400","40.680115","-73.75324",NA,NA,"1","0","0","0","0","0","1","0","Failure to Yield Right-of-Way","Unspecified","4404062","Station Wagon/Sport Utility Vehicle","Sedan","MERRICK BOULEVARD               ","SPRINGFIELD BOULEVARD",NA,NA,NA,NA,NA,NA
